user_id,card_number_last4,transaction_amount,transaction_type,transaction_date_time,location,is_fraud
256,4697,28.36,Food,2025-12-02 20:58:02.025045,North Jamesborough,0
460,9268,194.07,Bills,2025-12-31 21:54:01.873135,Christinaburgh,0
36,2563,190.86,Bills,2025-12-31 11:39:01.588683,Francisfort,0
203,8079,139.92,Entertainment,2026-02-25 13:27:01.795313,Parrishland,0
17,8501,93.74,Bills,2026-02-20 11:44:01.822884,Donovanbury,0
357,4075,87.62,Travel,2025-11-16 16:21:01.491215,Angelaville,0
430,9244,23.83,Entertainment,2026-02-08 11:21:01.688442,Paultown,0
310,7680,81.91,Bills,2026-03-21 11:52:01.855442,Port Ryan,0
162,8820,48.14,Food,2026-02-23 12:15:01.885929,Lake Stacy,0
485,1674,14.26,Food,2026-03-20 20:43:02.070322,Greenstad,0
449,5437,30.74,Travel,2025-11-02 13:11:01.717810,Tuckerhaven,0
367,0474,73.31,Entertainment,2025-11-01 16:48:02.059520,Lake Joel,0
315,2590,1073.37,Travel,2026-01-18 07:30:02.140423,Mozambique,1
14,9249,64.07,Travel,2025-12-09 16:14:01.958364,Garciafurt,0
190,4721,10.82,Food,2026-02-11 00:20:01.852865,Port Zachary,0
88,6744,110.92,Bills,2025-10-31 10:14:01.845854,New Diamondstad,0
431,0444,49.38,Entertainment,2025-11-08 21:13:01.605322,South Scottland,0
462,8430,151.74,Bills,2026-02-01 13:42:01.896514,New Melissa,0
60,1418,179.74,Bills,2025-09-28 20:34:01.497530,Port Eric,0
172,0349,47.39,Travel,2025-10-23 14:20:01.576870,New William,0
268,0180,128.34,Entertainment,2025-12-08 14:50:02.045142,East Jasonberg,0
268,2839,137.38,Entertainment,2025-09-29 20:02:01.782735,Cynthiaside,0
428,5733,49.14,Food,2026-03-25 17:32:01.981238,Karenport,0
445,4334,36.47,Food,2026-03-13 17:05:01.640694,Kevinville,0
52,6813,124.4,Shopping,2025-11-15 20:41:02.034344,North Beth,0
210,0320,48.35,Food,2025-12-17 20:27:02.040731,Harveyview,0
79,7154,141.77,Travel,2025-10-02 21:57:02.112611,Brittneychester,0
212,0472,182.27,Bills,2025-12-26 18:03:01.533616,West Daisy,0
303,1312,27.83,Food,2025-10-07 20:15:01.942078,Elizabethhaven,0
329,5921,109.74,Bills,2026-03-25 20:55:01.665732,West Samantha,0
47,5843,179.41,Bills,2026-01-20 12:31:01.806575,South Johnport,0
392,9742,63.25,Entertainment,2025-09-29 14:58:01.492832,Port Danielberg,0
495,7858,4791.42,Transfer,2025-11-03 06:07:02.143569,Saint Vincent and the Grenadines,1
187,9880,121.89,Travel,2025-10-28 21:37:02.064001,Lake Randyshire,0
53,9979,148.87,Bills,2025-11-18 22:22:01.885176,Marymouth,0
40,4909,64.43,Bills,2025-11-24 20:11:01.874117,South Richardchester,0
282,0579,73.81,Entertainment,2025-12-23 22:38:02.022402,Courtneyview,0
306,7036,114.36,Bills,2025-12-02 21:39:01.833255,Leonardstad,0
366,9933,22.5,Food,2025-12-25 15:03:01.709873,South Noahfort,0
31,1481,72.61,Bills,2025-10-05 18:20:02.045033,Kathleenview,0
371,2005,36.93,Food,2026-01-18 18:31:02.123724,South Christopher,0
6,7361,151.55,Bills,2025-11-01 17:10:01.628732,Walkerburgh,0
305,3072,133.89,Entertainment,2026-02-24 17:36:01.763055,North Jerry,0
103,3147,74.75,Travel,2025-11-28 12:26:01.591962,Joshualand,0
328,0544,141.85,Entertainment,2026-01-31 14:02:02.114682,East Emilyland,0
485,6039,127.11,Travel,2026-01-17 23:20:01.679747,New Larry,0
132,5208,68.94,Travel,2026-03-05 16:50:01.609093,New Margaret,0
116,3235,17.58,Food,2025-11-02 19:06:01.882015,New Michaelburgh,0
237,7362,50.46,Shopping,2026-01-23 18:19:01.809713,Dustinmouth,0
452,2949,102.02,Bills,2025-12-13 16:18:01.614419,North Travis,0
462,0544,6.6,Food,2025-12-22 09:48:01.778168,North Kara,0
315,6960,30.07,Shopping,2026-01-27 22:39:01.664899,Andrewton,0
256,0229,85.05,Entertainment,2026-03-08 18:15:01.507815,Lake Michaelberg,0
189,7420,40.92,Entertainment,2025-11-01 16:48:01.515357,Grahamfort,0
300,3084,126.97,Bills,2026-03-13 22:01:01.609380,Johnsfurt,0
380,8123,42.92,Food,2025-10-11 11:48:01.815425,Washingtonville,0
420,8254,31.79,Entertainment,2025-10-23 19:14:01.900845,Hensonburgh,0
319,3981,110.16,Entertainment,2025-12-16 14:26:02.040833,New Garyville,0
450,3448,90.24,Entertainment,2025-11-15 23:21:01.810333,Anntown,0
332,5505,14.09,Food,2025-12-06 11:40:01.592447,Ruthberg,0
379,9120,194.53,Bills,2025-10-17 22:01:02.037927,Acevedoville,0
471,1869,36.05,Food,2025-11-03 17:32:01.567312,New Regina,0
430,2002,118.59,Travel,2025-10-06 12:58:01.819051,West Michael,0
323,5368,1569.99,Shopping,2025-10-03 03:29:02.143317,Congo,1
334,8287,4975.6,Shopping,2025-11-24 04:52:02.142841,Saint Pierre and Miquelon,1
58,0990,34.45,Entertainment,2026-02-26 20:48:01.576076,Port Daniel,0
482,0649,99.6,Bills,2025-12-08 15:11:01.965503,East Kristin,0
121,5398,128.03,Travel,2025-11-12 16:23:02.027536,Lynnchester,0
30,7406,98.54,Bills,2026-02-20 21:17:01.856256,East Amandafort,0
482,1512,53.2,Shopping,2025-10-10 23:19:02.065143,Troyberg,0
4,1556,74.96,Bills,2025-11-11 22:03:02.120960,East John,0
193,2397,165.9,Bills,2026-02-19 19:34:02.039378,New Albertland,0
486,4437,40.91,Food,2025-10-26 00:01:01.954748,Solomonfurt,0
160,7709,54.09,Entertainment,2025-10-05 16:40:02.070450,New Darrell,0
238,8647,49.15,Food,2026-03-15 10:59:01.777150,Anthonyshire,0
162,9066,24.3,Shopping,2025-10-06 12:24:01.966304,West Jennifer,0
409,6486,127.68,Travel,2025-11-20 16:25:01.987074,Loriview,0
177,2763,97.01,Shopping,2025-11-13 16:07:01.965300,Guerrerochester,0
485,3937,20.51,Travel,2025-12-21 21:18:01.645353,Benjaminberg,0
212,2043,39.38,Entertainment,2025-11-20 18:42:01.569301,Melissabury,0
226,9105,3351.4,Transfer,2026-01-26 03:12:02.145112,Malawi,1
262,5204,23.83,Food,2025-11-04 14:08:02.022754,Charlesside,0
368,5732,154.54,Bills,2025-10-24 19:00:02.129512,Jessicastad,0
430,3162,105.99,Bills,2026-02-23 12:06:02.047248,South Bobby,0
78,5608,38.11,Food,2026-01-06 13:32:01.662508,Wellsstad,0
302,1253,95.81,Bills,2026-03-05 10:18:01.496237,Matthewborough,0
104,5651,110.35,Entertainment,2026-01-23 13:51:01.614198,East Kaylee,0
206,6505,129.77,Shopping,2026-02-21 00:26:02.026473,Hannahton,0
443,7104,49.91,Entertainment,2025-10-14 14:57:02.055451,Wrightland,0
423,1979,74.75,Travel,2025-10-30 11:35:01.947503,East Luisfurt,0
140,9641,141.59,Travel,2025-12-13 17:25:01.713753,South Brian,0
403,4563,46.5,Food,2025-11-06 15:15:01.613446,Charlesshire,0
278,8071,67.28,Shopping,2025-11-27 16:13:01.894204,Taylorview,0
447,1075,40.75,Food,2026-03-18 18:32:01.902601,South Kristin,0
318,9905,14.65,Travel,2026-01-22 21:23:02.111248,Port Jamesport,0
221,3448,102.44,Travel,2025-09-28 09:55:01.648820,North Chris,0
349,7608,110.33,Shopping,2025-11-22 19:51:01.781022,Jasonmouth,0
198,6307,12.2,Shopping,2026-03-06 14:21:02.110722,East Lori,0
413,4361,140.97,Shopping,2025-11-22 11:45:01.593061,Bradshawberg,0
351,0896,1890.28,Travel,2025-10-04 07:10:02.141666,Venezuela,1
116,5482,30.63,Shopping,2025-10-09 13:09:01.491678,Haysside,0
370,8884,34.49,Food,2025-12-12 14:37:01.537428,Port Brianshire,0
48,2522,24.68,Food,2026-03-07 22:16:01.642165,Janefort,0
357,2368,58.54,Travel,2026-02-05 15:11:01.966859,Waltermouth,0
454,3932,22.94,Travel,2025-09-28 20:05:02.122936,Wardchester,0
322,5999,178.41,Bills,2025-12-29 15:25:01.949043,Francesville,0
415,3813,41.06,Food,2025-10-21 15:37:01.861025,Williehaven,0
341,2383,46.69,Food,2026-01-05 16:29:01.543824,Larachester,0
339,1614,54.2,Entertainment,2026-01-09 10:39:01.849436,Port Patrickland,0
250,7496,32.17,Food,2025-09-28 10:20:01.883143,Garciachester,0
79,4349,96.43,Bills,2026-01-20 22:28:01.991483,South Joseph,0
312,6063,11.96,Food,2026-01-24 22:37:01.888722,Christopherfurt,0
461,4942,39.29,Food,2026-01-16 16:41:01.851433,Port Angelaport,0
58,9063,27.31,Travel,2025-10-26 17:47:01.588313,North Megan,0
5,9703,160.73,Bills,2025-11-01 19:34:01.809122,Scottmouth,0
355,0797,44.25,Travel,2025-12-31 10:23:01.907804,Bryanberg,0
474,6718,132.5,Travel,2026-01-08 16:48:01.868380,Lake James,0
113,8323,122.02,Shopping,2026-01-11 15:12:01.551297,North William,0
450,8966,10.33,Food,2025-10-31 21:51:01.611201,East Donna,0
466,5813,34.56,Travel,2026-01-07 17:54:01.978822,Lake Emmabury,0
484,9591,13.97,Food,2026-01-19 12:57:02.079243,Tiffanyshire,0
173,9720,77.44,Travel,2025-12-05 11:44:01.841683,Sanchezberg,0
409,1496,103.22,Bills,2025-11-11 11:54:01.532217,Stephaniemouth,0
312,1205,190.46,Bills,2025-12-25 17:24:02.051078,Gutierrezview,0
464,9476,102.79,Entertainment,2026-01-17 19:58:01.863894,New Chelseyberg,0
420,7032,128.2,Entertainment,2025-10-25 11:05:01.762799,Coxstad,0
275,2225,125.38,Shopping,2026-03-12 13:38:01.697537,Port Jacobport,0
142,5216,7.78,Food,2026-01-28 11:58:02.050553,Brendafurt,0
10,5177,24.9,Food,2026-03-03 20:00:02.086561,Thomastown,0
214,2523,77.0,Travel,2026-01-23 22:34:01.960823,East Kayla,0
454,0603,95.22,Bills,2025-12-28 17:08:01.911976,Michaeltown,0
350,7233,21.98,Travel,2025-11-30 22:13:01.656018,Grayton,0
383,0002,112.04,Bills,2026-02-02 16:58:01.914761,Trevorfurt,0
302,2622,11.01,Shopping,2026-03-08 09:53:01.486372,Christinaside,0
52,3198,168.31,Bills,2026-02-22 20:27:01.533669,Davidside,0
252,3344,36.88,Shopping,2026-03-02 18:39:02.006699,West Meghanfurt,0
337,9796,23.22,Food,2026-03-02 18:23:01.888791,Lake Susan,0
330,9073,184.18,Bills,2025-12-12 12:26:02.124081,East Jose,0
392,1312,133.22,Travel,2026-01-11 15:58:01.565872,North Stevenhaven,0
55,3399,14.54,Food,2025-09-30 22:37:01.637347,Davisside,0
473,0599,115.62,Travel,2026-02-23 09:51:02.118807,Port Christopherport,0
42,1377,149.87,Shopping,2025-11-07 09:47:02.032139,Joelfurt,0
250,0012,196.25,Bills,2025-11-01 10:47:01.574839,South Nathan,0
349,0808,123.51,Shopping,2026-01-02 10:45:01.851703,South Lori,0
250,9989,4008.32,Travel,2025-10-20 04:57:02.146562,Guyana,1
439,5004,75.63,Entertainment,2026-01-16 22:17:02.125167,Lake Annafurt,0
215,7844,147.63,Travel,2025-10-19 09:45:01.683695,Edwardsborough,0
150,5109,68.18,Travel,2026-01-15 13:25:01.720402,Thomastown,0
200,7243,78.69,Shopping,2025-12-06 00:26:02.134758,Port Anita,0
270,0692,13.44,Travel,2026-03-14 16:35:01.894295,Brooksmouth,0
414,2921,42.8,Shopping,2026-02-01 14:41:01.606323,Kimside,0
77,6159,17.76,Food,2025-10-20 10:28:01.751968,New Danielland,0
363,6484,77.64,Travel,2026-01-18 14:47:02.089843,Port Amanda,0
450,0567,187.44,Bills,2025-12-03 20:35:01.801167,Port Jasonberg,0
29,7689,71.28,Travel,2026-01-20 16:32:02.082036,Port Jasmineberg,0
55,9018,193.88,Bills,2026-02-18 13:26:02.070917,Port Josephburgh,0
427,8558,41.97,Food,2026-02-08 21:54:01.607732,Lewismouth,0
265,6871,72.09,Travel,2026-01-30 19:07:02.013568,New Steve,0
397,3043,3167.76,Shopping,2025-11-13 05:58:02.140682,Ghana,1
304,0307,69.84,Bills,2026-02-12 10:01:01.836381,Hardinghaven,0
376,7431,39.35,Shopping,2025-11-07 23:40:01.967517,Amandamouth,0
200,3892,47.6,Food,2025-11-20 13:57:01.865816,West Joseph,0
417,2800,197.99,Bills,2025-10-06 19:01:02.130703,Lake Andrewmouth,0
208,7743,133.48,Shopping,2026-02-23 12:20:02.133396,Johnmouth,0
241,4577,146.88,Bills,2025-11-01 21:42:02.100672,Lake Kimberly,0
355,9615,95.41,Travel,2025-11-16 12:56:01.513565,Port Roger,0
24,7550,72.67,Travel,2025-11-23 19:35:01.661638,Watkinsside,0
418,5219,114.34,Travel,2026-01-14 19:59:01.717399,Smithfurt,0
389,1708,146.52,Entertainment,2025-12-30 17:19:01.632607,Angiebury,0
342,1122,56.32,Bills,2025-10-25 19:32:01.683950,Wayneport,0
71,0324,88.27,Travel,2025-12-26 11:01:01.897869,Jenniferborough,0
4,9267,72.4,Shopping,2026-01-08 19:30:01.614253,West Justinfort,0
50,5247,121.02,Shopping,2026-01-20 10:21:02.128531,New Tamara,0
436,5765,136.48,Shopping,2025-11-17 23:29:02.010099,North Alicialand,0
427,3982,107.85,Shopping,2025-12-31 22:43:02.032757,East Justinhaven,0
325,1828,182.46,Bills,2025-12-04 16:25:01.857297,Port Juanland,0
467,1613,125.05,Shopping,2026-01-09 15:20:02.047942,South Derekland,0
188,7978,94.32,Shopping,2025-10-28 00:04:01.850599,South James,0
398,8547,131.36,Travel,2026-01-12 13:28:02.000580,Nicoleburgh,0
416,3273,4346.17,Travel,2026-01-12 03:24:02.140521,Marshall Islands,1
239,7922,17.49,Shopping,2026-03-02 22:26:01.758159,Tinafurt,0
396,3037,150.67,Bills,2025-12-06 11:49:01.572240,Jenniferberg,0
107,6892,46.35,Shopping,2025-12-25 19:21:01.884963,Maldonadostad,0
311,4832,44.2,Food,2026-01-07 12:46:01.952709,East Scottburgh,0
390,0124,111.14,Travel,2026-01-29 12:37:01.750909,Jordanshire,0
111,2912,111.66,Bills,2026-02-28 23:12:02.120025,Murphyfort,0
277,8104,133.7,Bills,2026-02-09 00:19:01.774795,Harrismouth,0
252,9231,156.52,Bills,2026-01-19 16:49:01.523961,East David,0
21,3543,96.18,Entertainment,2025-10-17 21:31:02.021512,North Tracy,0
134,6981,39.64,Travel,2026-02-15 09:56:02.113822,North Kathryn,0
90,3667,130.62,Travel,2025-12-03 11:28:01.859806,Lake Nathanburgh,0
134,4903,136.66,Shopping,2026-03-13 21:06:01.896232,Markside,0
216,7988,53.34,Shopping,2026-01-14 10:07:01.854028,West Josephfurt,0
237,2971,13.53,Food,2025-10-06 20:07:01.821095,Gonzaleschester,0
249,3383,102.39,Travel,2025-10-28 14:06:02.115576,Ashleystad,0
123,8027,53.51,Shopping,2025-10-01 18:05:01.497819,Port Zachary,0
51,1567,32.31,Food,2025-11-15 14:04:02.023874,Sanchezside,0
360,1828,31.17,Food,2025-12-31 18:36:01.699144,Port Patricktown,0
173,6655,47.67,Food,2025-11-09 11:11:01.866092,Dylanhaven,0
325,3802,56.87,Shopping,2026-03-09 23:58:01.817960,Lake Ronaldbury,0
114,3994,119.08,Travel,2025-10-17 18:19:01.504223,Port Justin,0
486,8358,122.29,Travel,2025-10-19 22:26:02.054213,Sawyerfurt,0
337,5973,126.24,Travel,2026-03-11 19:27:01.740310,North Jeffery,0
430,7315,62.13,Bills,2026-02-17 18:23:02.076475,Smithport,0
173,7725,13.58,Shopping,2025-11-29 16:52:02.129608,Port Lisamouth,0
300,8335,119.17,Bills,2026-03-19 20:54:01.576929,South Justin,0
359,1473,29.35,Food,2025-10-14 00:36:01.516151,South Robert,0
51,7883,140.35,Shopping,2025-12-03 12:21:01.720344,Monicahaven,0
41,1510,112.18,Travel,2026-01-20 11:37:01.787493,North Nancyside,0
20,4228,134.35,Entertainment,2025-10-28 22:38:01.687769,Joannaberg,0
294,3709,51.85,Travel,2025-12-15 19:28:01.922298,Gilbertton,0
88,6237,41.65,Food,2025-10-27 20:22:02.030915,Jimmyport,0
228,3222,114.25,Entertainment,2026-01-26 12:28:01.829514,Elizabethville,0
491,8564,11.3,Travel,2025-12-12 12:23:02.093650,Lake Kristen,0
484,8781,70.28,Shopping,2025-12-08 19:35:01.659268,Gregorytown,0
410,2567,105.33,Shopping,2026-03-09 17:35:01.999670,West Thomashaven,0
317,1268,95.88,Entertainment,2026-02-09 16:39:01.945050,Danielton,0
68,0727,118.18,Travel,2026-01-29 14:39:02.115988,West John,0
60,2665,18.6,Food,2025-12-09 00:13:01.929963,Donaldburgh,0
331,2868,110.02,Shopping,2026-02-19 20:20:01.626565,Reneeborough,0
194,1351,142.73,Shopping,2026-01-15 00:38:01.958922,Ellisfort,0
184,8740,24.61,Entertainment,2025-11-23 10:14:01.810277,East Jonathan,0
414,5783,131.25,Bills,2025-10-23 16:18:01.774139,Johnton,0
477,4557,75.39,Travel,2026-03-16 17:33:02.025216,Lake Eugenemouth,0
283,0612,81.3,Shopping,2025-11-30 21:08:02.100798,Lake Stevenburgh,0
456,8910,120.66,Entertainment,2025-12-08 11:38:01.982693,Lake Ryanberg,0
463,7393,24.93,Travel,2026-01-02 16:55:02.046413,Taraland,0
310,4225,44.52,Food,2025-12-25 12:41:01.997962,West Veronicatown,0
150,0426,125.32,Travel,2026-02-02 10:23:02.039031,Carlamouth,0
448,9817,37.81,Entertainment,2025-12-05 17:51:01.896793,Wolfborough,0
116,1052,57.85,Shopping,2026-01-06 19:47:01.565252,North Darrenstad,0
159,9173,87.24,Shopping,2026-03-10 23:41:01.637416,Lake Kim,0
226,9080,12.29,Food,2025-12-21 13:21:01.756107,Berryberg,0
376,0933,35.16,Food,2026-01-15 22:08:01.800036,New Christopherburgh,0
498,3054,118.77,Bills,2025-10-12 17:14:01.983344,Townsendland,0
196,5024,37.76,Entertainment,2025-11-20 23:54:01.838172,Brianshire,0
64,2818,116.83,Shopping,2026-02-10 22:19:01.788690,Porterfort,0
83,3595,124.13,Entertainment,2026-02-11 13:09:01.721028,Henryshire,0
144,2239,34.63,Entertainment,2025-12-24 23:02:01.750226,New Lynnport,0
455,8045,59.82,Entertainment,2025-11-19 10:37:01.810715,Olsonbury,0
153,1106,87.71,Bills,2025-12-19 11:54:02.072416,Port Samanthamouth,0
171,6741,66.09,Travel,2026-03-08 19:44:01.578465,Sanchezton,0
233,0090,94.76,Entertainment,2025-10-23 22:23:01.502262,Medinaland,0
364,2541,69.6,Entertainment,2025-12-27 16:20:01.951168,Brendamouth,0
452,4819,48.94,Entertainment,2026-03-07 18:31:01.568487,Jacobfurt,0
414,7913,21.35,Entertainment,2026-03-23 13:09:01.730571,North Jessica,0
429,2885,32.27,Entertainment,2025-12-19 12:44:01.642091,West Anthonyfort,0
4,4614,143.55,Bills,2025-11-18 10:43:01.650227,New Carolhaven,0
188,9564,17.61,Food,2025-12-23 17:54:02.120222,Perryfort,0
393,6098,10.12,Food,2025-12-22 15:04:01.570372,Lewisburgh,0
320,8618,101.95,Shopping,2026-02-08 10:34:02.059665,Jillstad,0
134,4354,80.09,Bills,2025-12-26 20:19:01.687243,South Davidborough,0
258,4242,149.9,Bills,2025-11-17 21:17:02.063145,East Anne,0
263,8668,64.74,Entertainment,2025-12-30 18:58:02.031437,Pierceville,0
260,7708,60.9,Travel,2026-02-14 12:06:01.625451,Lake Robertfort,0
480,6205,10.96,Shopping,2026-01-04 13:07:01.515088,Theresabury,0
449,1909,19.7,Food,2025-11-10 11:32:01.810039,North Robinside,0
181,1999,102.64,Bills,2025-10-21 18:13:01.895387,South Scottbury,0
259,9413,88.17,Entertainment,2025-10-08 18:49:01.851495,Williamport,0
149,2275,65.0,Shopping,2026-03-20 18:41:01.817546,North Tamaraberg,0
303,8499,100.62,Shopping,2026-01-11 09:54:01.548294,East Lisa,0
185,9036,69.52,Entertainment,2025-11-20 23:28:02.006377,North Andreafurt,0
437,2325,31.73,Food,2026-01-27 18:39:01.647500,South Elizabethtown,0
185,7142,51.77,Entertainment,2025-12-03 20:59:01.797666,South Lauraburgh,0
239,2026,13.52,Food,2026-01-09 14:15:02.082586,New Ryantown,0
203,2794,11.25,Shopping,2025-10-08 19:29:01.558049,Smithshire,0
449,0055,75.46,Travel,2026-03-05 19:59:01.923516,Youngmouth,0
391,2881,66.31,Travel,2025-09-28 20:07:02.004309,North Summerton,0
195,3338,108.51,Entertainment,2026-02-03 18:32:01.503808,Jamieborough,0
408,3885,105.89,Bills,2025-12-28 21:11:01.912850,New Feliciaburgh,0
292,0545,142.72,Shopping,2026-03-15 22:18:01.692014,Troyfurt,0
116,3304,55.62,Bills,2025-12-10 09:42:01.945577,Port Chaseburgh,0
483,9840,61.91,Entertainment,2026-01-28 20:11:01.922016,Lake Isabellaville,0
366,5487,106.13,Travel,2026-03-19 12:24:01.543218,South Juan,0
299,9359,73.77,Bills,2025-10-31 15:17:01.935491,Deniseport,0
139,6990,115.62,Travel,2025-12-26 11:33:01.818721,South Dennis,0
292,4968,111.8,Travel,2025-12-18 17:01:01.695647,South Fernandomouth,0
122,3530,46.4,Food,2025-11-22 14:42:01.877358,Williamberg,0
14,8477,127.84,Bills,2026-01-04 23:14:01.751228,Sabrinahaven,0
429,5879,7.92,Food,2026-02-03 12:25:01.666377,New Jennaport,0
299,5072,67.99,Bills,2025-12-18 22:48:01.645462,Miguelborough,0
441,2496,152.29,Bills,2025-10-02 18:09:01.653462,Batesburgh,0
315,2711,123.34,Travel,2025-10-29 10:54:01.708774,Gonzalezberg,0
385,7012,147.69,Shopping,2026-03-21 13:48:01.543552,Briannastad,0
93,9620,143.65,Entertainment,2025-12-02 14:18:01.981088,Port Williammouth,0
327,5273,113.71,Entertainment,2026-01-24 22:17:01.956550,Matthewborough,0
37,6353,107.19,Travel,2026-01-29 11:50:01.923279,North Aaron,0
213,4701,5.7,Food,2025-11-06 22:02:01.641625,Melissaville,0
463,9416,88.43,Travel,2026-01-12 23:52:01.932945,East Makayla,0
494,1546,10.21,Food,2025-12-15 00:14:01.739078,Sullivanberg,0
27,7844,19.62,Shopping,2026-02-25 09:45:01.723004,Thompsonland,0
40,8679,39.78,Food,2025-12-05 23:29:01.710735,Lake Carolyn,0
214,2283,112.63,Travel,2025-11-10 12:02:01.619013,Lake Steven,0
318,5925,43.57,Food,2025-12-07 23:39:01.700101,Robertmouth,0
430,0857,40.55,Food,2026-03-05 17:06:01.920261,Port Stephanieton,0
68,4080,117.82,Shopping,2025-12-05 12:19:01.634524,Wendyshire,0
472,2490,35.05,Shopping,2025-10-07 18:30:01.529186,East Stevenville,0
359,7944,81.97,Bills,2025-11-21 13:32:02.139062,Jessicamouth,0
336,2001,142.51,Travel,2026-01-01 10:10:01.825891,Davisbury,0
234,0493,36.66,Food,2025-11-07 11:40:01.917340,New Erica,0
6,4306,115.16,Entertainment,2025-11-02 11:04:02.022346,West Loriside,0
332,9383,28.92,Food,2025-12-06 16:22:01.791535,North David,0
453,4489,12.51,Food,2025-11-13 18:04:01.561288,East Katherine,0
493,2989,152.24,Bills,2026-02-25 22:40:01.551187,South Roger,0
354,0132,76.63,Bills,2026-01-30 18:20:02.126034,North Victoriaside,0
244,0895,105.73,Shopping,2025-10-18 17:15:02.137274,East Brianmouth,0
79,2718,162.91,Bills,2026-01-11 22:03:01.576317,Lake Michael,0
462,8044,12.21,Food,2025-11-17 17:21:01.630561,Juliechester,0
238,2980,17.4,Food,2026-02-25 18:41:02.090657,South Dannyside,0
413,4154,29.35,Shopping,2026-03-01 21:35:01.543006,Smithshire,0
287,7541,45.16,Food,2025-10-23 12:42:02.031828,West Donna,0
79,3049,32.81,Food,2026-02-14 23:44:01.642227,Campbellton,0
16,6619,178.19,Bills,2026-02-17 21:14:01.531076,New Johnton,0
184,1222,92.44,Shopping,2025-10-02 11:55:01.501735,South Billyview,0
410,2898,144.78,Bills,2025-11-17 11:39:01.681347,Rachelborough,0
285,9974,176.5,Bills,2025-12-29 23:05:01.574644,Marthaville,0
290,5870,12.67,Shopping,2026-01-08 16:36:01.871440,South Nicholasfurt,0
422,6043,123.67,Bills,2026-01-27 21:07:02.036896,South Dwayne,0
418,1730,59.67,Travel,2026-03-02 23:04:01.992456,Port Victoriahaven,0
380,4475,51.14,Bills,2026-01-01 21:53:01.641456,Lake Jonathanside,0
70,6843,133.8,Entertainment,2025-10-14 10:15:02.118304,Olsonstad,0
410,5846,126.54,Travel,2025-12-20 14:02:02.048747,Katherineberg,0
183,8205,1678.29,Travel,2025-10-10 06:55:02.146928,Brunei Darussalam,1
193,5809,40.0,Food,2026-03-13 15:56:01.624624,New Tylerland,0
255,5884,143.9,Shopping,2026-02-08 16:30:01.979531,East Stephanieburgh,0
49,1418,139.21,Shopping,2026-01-26 15:44:01.822154,Pottsport,0
297,0475,11.36,Food,2026-01-28 13:53:02.136257,Lake Pamela,0
426,5058,50.89,Travel,2026-02-19 19:35:02.102544,Samanthafort,0
400,7627,11.06,Travel,2025-11-05 10:05:01.882929,Lake Katietown,0
225,3584,62.46,Shopping,2026-02-09 16:04:01.921170,Abbottberg,0
265,2511,160.09,Bills,2025-12-05 11:20:01.841571,New Daniel,0
218,1312,42.62,Travel,2025-11-22 22:01:01.679145,Jamesland,0
324,0938,66.25,Bills,2025-12-30 21:18:01.890815,South Jasonside,0
284,5639,171.1,Bills,2026-03-04 10:21:01.802484,Carlostown,0
451,9525,61.73,Shopping,2025-11-07 17:32:01.488325,West Markchester,0
383,3077,34.75,Food,2025-11-12 18:23:02.104508,North Ernest,0
354,2263,22.41,Travel,2025-10-13 11:34:01.875721,Thomasland,0
264,9394,107.7,Entertainment,2026-01-09 10:18:01.628853,South Elizabethtown,0
195,1049,54.13,Shopping,2026-03-13 19:48:02.040199,South Brenda,0
453,0607,15.28,Entertainment,2025-12-24 00:28:01.506455,Alicemouth,0
134,1012,81.87,Travel,2025-09-29 17:45:01.977967,Stephanieland,0
205,8170,184.2,Bills,2026-01-04 14:50:01.508790,North Lisa,0
161,9623,184.46,Bills,2025-09-30 11:42:02.037862,Kennethberg,0
348,2691,56.49,Shopping,2026-03-09 22:35:01.616376,South Brandy,0
309,4770,123.48,Shopping,2025-11-16 16:54:02.115411,Glenstad,0
384,3241,39.64,Travel,2026-03-12 23:11:01.546237,Lake Jacqueline,0
434,4217,62.04,Entertainment,2025-11-04 00:02:02.104338,Rachelmouth,0
69,4650,149.46,Travel,2026-01-31 15:27:01.539177,Christytown,0
104,7915,126.78,Shopping,2025-12-03 15:37:01.535065,Davisland,0
386,7394,50.69,Travel,2025-09-28 15:26:02.112165,Wattsmouth,0
237,2069,130.17,Entertainment,2026-02-16 21:34:01.736614,Alexanderborough,0
353,5642,108.64,Bills,2025-11-04 11:33:02.124348,South Jimmyfurt,0
47,0507,153.9,Bills,2026-03-15 16:06:01.892209,Josephborough,0
239,1775,17.04,Food,2025-11-30 11:45:01.511360,North Angela,0
90,6094,128.99,Travel,2026-02-10 12:55:02.059252,Lindseychester,0
210,3677,4331.52,Travel,2025-10-28 07:27:02.147043,Myanmar,1
435,0942,37.97,Food,2026-02-28 12:10:01.940098,Matthewview,0
376,4490,12.46,Entertainment,2025-12-03 12:16:01.586341,Caldwellbury,0
198,2134,76.37,Shopping,2026-01-28 12:58:02.137092,New Timothyville,0
1,6855,99.98,Travel,2026-02-03 23:02:01.911402,Wadeborough,0
459,1090,52.33,Travel,2025-12-03 23:48:01.876269,Lorettamouth,0
140,9569,16.6,Shopping,2026-01-26 00:33:01.925142,West Robertton,0
65,5306,58.18,Shopping,2025-10-01 22:22:01.630815,South Sharonport,0
10,5932,43.74,Food,2026-02-02 11:22:02.100140,Lake Crystalhaven,0
